ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
202395_at	N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)	Homo sapiens		h_gabaPathway:Gamma-aminobutyric Acid Receptor Life Cycle,		GO:0001921~positive regulation of receptor recycling,GO:0006813~potassium ion transport,GO:0006886~intracellular protein transport,GO:0006887~exocytosis,GO:0006888~ER to Golgi vesicle-mediated transport,GO:0006890~retrograde vesicle-mediated transport, Golgi to ER,GO:0006891~intra-Golgi vesicle-mediated transport,GO:0016192~vesicle-mediated transport,GO:0017157~regulation of exocytosis,GO:0035494~SNARE complex disassembly,GO:0043001~Golgi to plasma membrane protein transport,GO:0045026~plasma membrane fusion,GO:0045732~positive regulation of protein catabolic process,GO:0048208~COPII vesicle coating,GO:0048211~Golgi vesicle docking,	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0005795~Golgi stack,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0043198~dendritic shaft,GO:0043209~myelin sheath,GO:0070062~extracellular exosome,	GO:0000149~SNARE binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017075~syntaxin-1 binding,GO:0017137~Rab GTPase binding,GO:0019901~protein kinase binding,GO:0030165~PDZ domain binding,GO:0032403~protein complex binding,GO:0035255~ionotropic glutamate receptor binding,GO:0042623~ATPase activity, coupled,GO:0046872~metal ion binding,	IPR003338:CDC48, N-terminal subdomain,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR003960:ATPase, AAA-type, conserved site,IPR004201:CDC48, domain 2,IPR009010:Aspartate decarboxylase-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa04721:Synaptic vesicle cycle,hsa04727:GABAergic synapse,hsa04962:Vasopressin-regulated water reabsorption,			SM00382:AAA,SM01072:SM01072,SM01073:SM01073,	Acetylation,Alternative splicing,ATP-binding,Complete proteome,Cytoplasm,Hydrolase,Magnesium,Metal-binding,Nucleotide-binding,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Repeat,Transport,	chain:Vesicle-fusing ATPase,metal ion-binding site:Magnesium,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,
220742_s_at, 207492_at	N-glycanase 1(NGLY1)	Homo sapiens				GO:0006515~misfolded or incompletely synthesized protein catabolic process,GO:0006516~glycoprotein catabolic process,GO:0006517~protein deglycosylation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0000224~peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR002931:Transglutaminase-like,IPR006588:Peptide N glycanase, PAW domain,IPR008979:Galactose-binding domain-like,IPR018997:PUB domain,	hsa04141:Protein processing in endoplasmic reticulum,	615273~Congenital disorder of deglycosylation,		SM00460:TGc,SM00580:PUG,SM00613:PAW,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Hydrolase,Metal-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Zinc,	active site:Nucleophile,chain:Peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase,domain:PAW,domain:PUB,helix,metal ion-binding site:Zinc,modified residue,sequence variant,splice variant,strand,turn,
203686_at	N-methylpurine DNA glycosylase(MPG)	Homo sapiens				GO:0006284~base-excision repair,GO:0006307~DNA dealkylation involved in DNA repair,GO:0045007~depurination,	GO:0005654~nucleoplasm,GO:0016021~integral component of membrane,GO:0042645~mitochondrial nucleoid,	GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0003905~alkylbase DNA N-glycosylase activity,GO:0005515~protein binding,GO:0008725~DNA-3-methyladenine glycosylase activity,GO:0019104~DNA N-glycosylase activity,GO:0043916~DNA-7-methylguanine glycosylase activity,GO:0052821~DNA-7-methyladenine glycosylase activity,GO:0052822~DNA-3-methylguanine glycosylase activity,	IPR003180:Methylpurine-DNA glycosylase (MPG),IPR011034:Formyl transferase, C-terminal-like,	hsa03410:Base excision repair,				3D-structure,Alternative splicing,Complete proteome,Cytoplasm,DNA damage,DNA repair,Hydrolase,Membrane,Mitochondrion,Mitochondrion nucleoid,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transit peptide,Transmembrane,Transmembrane helix,	chain:DNA-3-methyladenine glycosylase,helix,modified residue,sequence conflict,sequence variant,splice variant,strand,turn,
203964_at	N-myc and STAT interactor(NMI)	Homo sapiens		h_il2rbPathway:IL-2 Receptor Beta Chain in T cell Activation,h_il7Pathway:IL-7 Signal Transduction,		GO:0006366~transcription from RNA polymerase II promoter,GO:0006954~inflammatory response,GO:0007259~JAK-STAT cascade,GO:0045355~negative regulation of interferon-alpha biosynthetic process,GO:0045358~negative regulation of interferon-beta biosynthetic process,GO:0045824~negative regulation of innate immune response,GO:0060333~interferon-gamma-mediated signaling pathway,GO:1902524~positive regulation of protein K48-linked ubiquitination,GO:1903506~regulation of nucleic acid-templated transcription,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0003712~transcription cofactor activity,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR009909:Nmi/IFP 35,IPR009938:Interferon induced 35kDa, N-terminal,					Coiled coil,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:N-myc-interactor,sequence conflict,sequence variant,
200632_s_at	N-myc downstream regulated 1(NDRG1)	Homo sapiens				GO:0008285~negative regulation of cell proliferation,GO:0010038~response to metal ion,GO:0030330~DNA damage response, signal transduction by p53 class mediator,GO:0032287~peripheral nervous system myelin maintenance,GO:0042127~regulation of cell proliferation,GO:0042981~regulation of apoptotic process,GO:0045576~mast cell activation,GO:0071456~cellular response to hypoxia,GO:0090232~positive regulation of spindle checkpoint,GO:0098609~cell-cell adhesion,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005874~microtubule,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0015630~microtubule cytoskeleton,GO:0043209~myelin sheath,GO:0048471~perinuclear region of cytoplasm,GO:0055038~recycling endosome membrane,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0017137~Rab GTPase binding,GO:0043015~gamma-tubulin binding,GO:0045296~cadherin binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR004142:Ndr,		601455~Charcot-Marie-Tooth disease, type 4D,			Acetylation,Alternative splicing,Cell membrane,Charcot-Marie-Tooth disease,Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,Membrane,Microtubule,Neurodegeneration,Neuropathy,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,	chain:Protein NDRG1,modified residue,region of interest:3 X 10 AA tandem repeats of G-T-R-S-R-S- H-T-S-E,repeat:1,repeat:2,repeat:3,sequence conflict,sequence variant,
201157_s_at, 201158_at, 201159_s_at	N-myristoyltransferase 1(NMT1)	Homo sapiens			Lipid metabolism,	GO:0001701~in utero embryonic development,GO:0006499~N-terminal protein myristoylation,GO:0018008~N-terminal peptidyl-glycine N-myristoylation,GO:0022400~regulation of rhodopsin mediated signaling pathway,GO:1900740~positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0015629~actin cytoskeleton,GO:0019898~extrinsic component of membrane,GO:0030054~cell junction,	GO:0004379~glycylpeptide N-tetradecanoyltransferase activity,GO:0019107~myristoyltransferase activity,	IPR000903:Myristoyl-CoA:protein N-myristoyltransferase,IPR016181:Acyl-CoA N-acyltransferase,IPR022676:Myristoyl-CoA:protein N-myristoyltransferase, N-terminal,IPR022677:Myristoyl-CoA:protein N-myristoyltransferase, C-terminal,IPR022678:Myristoyl-CoA:protein N-myristoyltransferase, conserved site,			PIRSF015892:N-myristoyl transferase,		3D-structure,Acyltransferase,Alternative splicing,Complete proteome,Cytoplasm,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:Glycylpeptide N-tetradecanoyltransferase 1,compositionally biased region:Poly-Lys,helix,modified residue,mutagenesis site,sequence variant,splice variant,strand,turn,
205006_s_at, 215743_at, 205005_s_at, 215069_at	N-myristoyltransferase 2(NMT2)	Homo sapiens				GO:0006499~N-terminal protein myristoylation,GO:0018008~N-terminal peptidyl-glycine N-myristoylation,GO:0022400~regulation of rhodopsin mediated signaling pathway,GO:0075733~intracellular transport of virus,	GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0019898~extrinsic component of membrane,	GO:0004379~glycylpeptide N-tetradecanoyltransferase activity,	IPR000903:Myristoyl-CoA:protein N-myristoyltransferase,IPR016181:Acyl-CoA N-acyltransferase,IPR022676:Myristoyl-CoA:protein N-myristoyltransferase, N-terminal,IPR022677:Myristoyl-CoA:protein N-myristoyltransferase, C-terminal,IPR022678:Myristoyl-CoA:protein N-myristoyltransferase, conserved site,			PIRSF015892:N-myristoyl transferase,		3D-structure,Acyltransferase,Complete proteome,Cytoplasm,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Transferase,	chain:Glycylpeptide N-tetradecanoyltransferase 2,compositionally biased region:Poly-Lys,modified residue,sequence conflict,
35626_at, 204293_at	N-sulfoglucosamine sulfohydrolase(SGSH)	Homo sapiens			Inorganic ion transport and metabolism,	GO:0006027~glycosaminoglycan catabolic process,GO:0008152~metabolic process,GO:0030200~heparan sulfate proteoglycan catabolic process,	GO:0005764~lysosome,GO:0043202~lysosomal lumen,GO:0070062~extracellular exosome,	GO:0008484~sulfuric ester hydrolase activity,GO:0016250~N-sulfoglucosamine sulfohydrolase activity,GO:0046872~metal ion binding,	IPR000917:Sulfatase,IPR017849:Alkaline phosphatase-like, alpha/beta/alpha,IPR017850:Alkaline-phosphatase-like, core domain,IPR024607:Sulfatase, conserved site,	hsa00531:Glycosaminoglycan degradation,hsa01100:Metabolic pathways,hsa04142:Lysosome,	252900~Mucopolysaccharidisis type IIIA (Sanfilippo A),			3D-structure,Calcium,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Glycoprotein,Hydrolase,Lysosome,Metal-binding,Mucopolysaccharidosis,Polymorphism,Proteomics identification,Reference proteome,Signal,	chain:N-sulphoglucosamine sulphohydrolase,compositionally biased region:Poly-Leu,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Calcium,metal ion-binding site:Calcium; via 3-oxoalanine,modified residue,sequence variant,signal peptide,
215005_at	N-terminal EF-hand calcium binding protein 2(NECAB2)	Homo sapiens					GO:0005737~cytoplasm,	GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR002048:EF-hand domain,IPR007138:Antibiotic biosynthesis monooxygenase,IPR011008:Dimeric alpha-beta barrel,IPR011992:EF-hand-like domain,IPR018247:EF-Hand 1, calcium-binding site,				SM00054:EFh,	Calcium,Coiled coil,Complete proteome,Cytoplasm,Metal-binding,Methylation,Polymorphism,Proteomics identification,Reference proteome,Repeat,	calcium-binding region:1,calcium-binding region:2,chain:N-terminal EF-hand calcium-binding protein 2,domain:ABM,domain:EF-hand 1,domain:EF-hand 2,sequence variant,
210720_s_at	N-terminal EF-hand calcium binding protein 3(NECAB3)	Homo sapiens				GO:0009306~protein secretion,GO:0019538~protein metabolic process,GO:0042984~regulation of amyloid precursor protein biosynthetic process,	GO:0000137~Golgi cis cisterna,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005789~endoplasmic reticulum membrane,	GO:0005509~calcium ion binding,GO:0005515~protein binding,	IPR002048:EF-hand domain,IPR007138:Antibiotic biosynthesis monooxygenase,IPR011008:Dimeric alpha-beta barrel,IPR011992:EF-hand-like domain,IPR018247:EF-Hand 1, calcium-binding site,				SM00054:EFh,	Alternative splicing,Calcium,Coiled coil,Complete proteome,Golgi apparatus,Metal-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:N-terminal EF-hand calcium-binding protein 3,domain:ABM,domain:EF-hand,sequence conflict,sequence variant,splice variant,
213061_s_at, 213062_at	N-terminal asparagine amidase(NTAN1)	Homo sapiens				GO:0007613~memory,GO:0008344~adult locomotory behavior,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0008418~protein-N-terminal asparagine amidohydrolase activity,	IPR026750:Protein N-terminal asparagine amidohydrolase,					Complete proteome,Cytoplasm,Hydrolase,Polymorphism,Proteomics identification,Reference proteome,	chain:Protein N-terminal asparagine amidohydrolase,sequence variant,
213630_at	NAC alpha domain containing(NACAD)	Homo sapiens				GO:0015031~protein transport,	GO:0005634~nucleus,GO:0005737~cytoplasm,		IPR002715:Nascent polypeptide-associated complex NAC domain,IPR016641:Nascent polypeptide-associated complex subunit alpha,				SM01407:SM01407,	Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Polymorphism,Protein transport,Reference proteome,Transport,	chain:NAC-alpha domain-containing protein 1,compositionally biased region:Poly-Glu,domain:NAC-A/B,modified residue,sequence conflict,sequence variant,
212993_at	NACC family member 2(NACC2)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0008284~positive regulation of cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0010608~posttranscriptional regulation of gene expression,GO:0016575~histone deacetylation,GO:0034629~cellular protein complex localization,GO:0045892~negative regulation of transcription, DNA-templated,GO:0051260~protein homooligomerization,GO:1900477~negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter,GO:1902231~positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0016581~NuRD complex,GO:0016604~nuclear body,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001076~transcription factor activity, RNA polymerase II transcription factor binding,GO:0001078~transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0004407~histone deacetylase activity,GO:0005515~protein binding,GO:0042803~protein homodimerization activity,GO:0042826~histone deacetylase binding,	IPR000210:BTB/POZ-like,IPR011333:BTB/POZ fold,IPR018379:BEN domain,				SM00225:BTB,SM01025:SM01025,	Complete proteome,Isopeptide bond,Nucleus,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,	chain:Nucleus accumbens-associated protein 2,domain:BEN,domain:BTB,
208918_s_at, 213607_x_at, 215159_s_at, 213613_s_at, 208919_s_at, 208917_x_at	NAD kinase(NADK)	Homo sapiens				GO:0006741~NADP biosynthetic process,GO:0016310~phosphorylation,GO:0019674~NAD metabolic process,GO:0046034~ATP metabolic process,	GO:0005829~cytosol,	GO:0003951~NAD+ kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0046872~metal ion binding,	IPR002504:Inorganic polyphosphate/ATP-NAD kinase, predicted,IPR016064:ATP-NAD kinase-like domain,IPR017437:ATP-NAD kinase, PpnK-type, all-beta,IPR017438:Inorganic polyphosphate/ATP-NAD kinase, domain 1,	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,				3D-structure,Alternative splicing,ATP-binding,Complete proteome,Kinase,Metal-binding,NAD,NADP,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:NAD kinase,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Glu,modified residue,sequence conflict,sequence variant,
218840_s_at	NAD synthetase 1(NADSYN1)	Homo sapiens			General function prediction only,	GO:0006807~nitrogen compound metabolic process,GO:0009435~NAD biosynthetic process,GO:0019674~NAD metabolic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0003952~NAD+ synthase (glutamine-hydrolyzing) activity,GO:0004359~glutaminase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016810~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,	IPR003010:Carbon-nitrogen hydrolase,IPR003694:NAD synthase,IPR014445:Glutamine-dependent NAD(+) synthetase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR022310:NAD/GMP synthase,	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,		PIRSF006630:glutamine-dependent NAD(+) synthetase with GAT domain,		Alternative splicing,ATP-binding,Complete proteome,Ligase,NAD,Nucleotide-binding,Polymorphism,Proteomics identification,Reference proteome,	chain:Glutamine-dependent NAD(+) synthetase,domain:CN hydrolase,mutagenesis site,nucleotide phosphate-binding region:ATP,region of interest:Ligase,sequence conflict,sequence variant,
209279_s_at, 215093_at	NAD(P) dependent steroid dehydrogenase-like(NSDHL)	Homo sapiens			Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism,	GO:0001942~hair follicle development,GO:0006694~steroid biosynthetic process,GO:0006695~cholesterol biosynthetic process,GO:0007224~smoothened signaling pathway,GO:0055114~oxidation-reduction process,GO:0060716~labyrinthine layer blood vessel development,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005811~lipid particle,GO:0016021~integral component of membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0000252~C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,GO:0003854~3-beta-hydroxy-delta5-steroid dehydrogenase activity,GO:0047012~sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity,	IPR002225:3-beta hydroxysteroid dehydrogenase/isomerase,IPR016040:NAD(P)-binding domain,	hsa00100:Steroid biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,	300831~CK syndrome,308050~CHILD syndrome,			Acetylation,Cholesterol biosynthesis,Cholesterol metabolism,Complete proteome,Disease mutation,Endoplasmic reticulum,Ichthyosis,Lipid biosynthesis,Lipid droplet,Lipid metabolism,Membrane,Mental retardation,NAD,Oxidoreductase,Phosphoprotein,Proteomics identification,Reference proteome,Steroid biosynthesis,Steroid metabolism,Sterol biosynthesis,Sterol metabolism,Transmembrane,Transmembrane helix,	active site:Proton acceptor,binding site:NAD,chain:Sterol-4-alpha-carboxylate 3- dehydrogenase, decarboxylating,sequence variant,transmembrane region,
